C1	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Oct02
cellLoc 369 336

1.8116780e+02	-1.2964212e+02	-7.7709332e+01	7.8624856e+01	-2.0110817e+02	-1.1320816e+01	1.2324411e+02	1.0442660e+02	1.3252553e+02	2.4720352e+02	-2.3985391e+00	0.0000000e+00	9.6071157e+00	-1.0925841e+02	1.0553922e+02	-9.9617096e+01	-2.5399463e+01	-2.8685698e+01	3.0964365e+01	-7.6836112e+01	3.0400000e-03	1.6840000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
6.1375188e+01	5.8560473e+01	1.2503216e+02	1.1858130e+01	-5.1191184e+01	-3.6112637e+00	1.4313350e+01	-2.8251098e+01	-5.4833529e+01	-3.4604791e+01	-2.9892701e+01	0.0000000e+00	5.2267359e+01	-1.6014733e+02	1.3454342e+02	2.7959976e+00	7.4717604e+01	4.7305979e+01	-1.3239735e+02	-1.0212985e+02	3.0800000e-03	1.7680000e-02	3.7200000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-4.3748720e+01	-9.3980723e+00	1.1341122e+02	-7.1866568e+01	1.4305260e+01	9.8784010e+01	3.4738905e+01	-6.9644662e+01	4.7317241e+01	6.2974640e+01	-3.1341026e+01	0.0000000e+00	6.5889545e+01	1.9597503e+02	4.0194900e+01	1.7294707e+01	-5.5445364e+01	-6.3666362e+01	2.2342739e+02	-4.2246860e+01	3.1200000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.4818244e+02	-1.3244773e+02	-4.9473609e+01	-3.2917838e+01	-4.2179199e+01	-1.2703636e+02	6.8778914e+01	-1.6127531e+01	1.6268328e+01	-1.2081786e+00	1.9890621e+02	0.0000000e+00	8.3622986e+01	2.9257734e+01	-1.3103614e+02	6.8413275e+01	2.4159519e+02	4.3652598e+01	8.7868271e+01	1.3579139e+01	2.4400000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-8.4368868e+01	-8.6865101e+01	-1.0769812e+02	-1.5931179e+02	5.9261245e+01	-1.3342035e+02	1.4331710e+02	1.0403237e+02	4.7382701e+00	-1.0355124e+02	6.2579302e+01	0.0000000e+00	-1.6496985e+00	-6.1215510e+01	1.8656424e+00	8.3516071e+01	-2.4904621e+02	2.0577888e+01	1.4706809e+02	-2.2826341e+02	2.2800000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.9714369e+01	7.0558088e+01	1.0543575e+02	5.1561270e+01	1.5335521e+02	-5.5462074e+01	2.6282835e+01	9.5521099e+01	-1.0520638e+02	6.8054572e+01	1.1144048e+02	0.0000000e+00	7.7698540e+01	1.1523720e+02	-8.2284743e+00	-4.5244127e+01	1.0746115e+02	-1.2600199e+02	-1.0477567e+02	3.2683159e+01	2.6000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-6.1859917e+01	4.4484242e+01	4.6062225e+01	5.5658095e+01	-5.6738679e+01	-2.0279729e+02	5.0645433e+01	-5.8295490e+01	2.7351735e+00	1.3182596e+02	1.5074488e+02	0.0000000e+00	2.4513702e+00	9.7413417e+01	2.5405870e+01	1.4182795e+02	3.2220693e+01	7.2022296e+01	5.4506745e+01	1.0077961e+02	2.2800000e-03	2.8240000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-3.0150186e+01	-5.8491715e+01	-3.0700489e+01	7.6412769e+01	4.4781201e+00	-1.0723939e+02	-3.6418118e+01	8.8755751e+01	8.2614032e+01	9.4183540e+01	1.7407581e+01	0.0000000e+00	1.5902815e+00	1.2059731e+02	1.6206965e+02	-6.7972067e+01	1.3539098e+01	6.5651179e+01	4.0307552e+01	6.3711582e+01	2.5600000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.8373230e+02	-1.2157112e+02	3.5773700e+01	-2.3470231e+01	-3.9136395e+01	1.0209293e+02	-1.7848508e+02	-1.5713316e+02	1.4356669e+02	4.4405282e+00	1.7212835e+01	0.0000000e+00	-1.7648168e+01	9.1729183e+01	-1.3197314e+02	3.3843032e+01	1.6372576e+02	1.6152764e+02	-2.4390811e+02	2.1951209e+02	2.5200000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-2.3647262e+02	-1.3235548e+02	1.9857517e+02	7.1782092e+01	1.0375487e+02	-2.3899558e+01	8.7183303e+01	-4.2697679e+00	1.5954793e+01	8.8826503e+01	-1.4638214e+02	0.0000000e+00	-1.4401194e+02	1.9336863e+02	-3.8231573e+01	3.7183350e+01	-2.2241262e+01	-3.3808858e+01	-8.5522521e+01	-6.1201738e+01	2.9600000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
4.7541796e+00	-1.0099796e+02	6.2206569e+01	-1.5292327e+02	8.4428115e+01	-9.1812677e+01	-1.3956117e+02	4.0626178e+01	-3.9780783e+01	9.7897335e+01	1.5458952e+02	0.0000000e+00	1.6666317e+02	1.4363933e+02	-7.1511804e+01	9.4599533e+01	-1.8105969e+02	-1.0806641e+01	-1.7225392e+02	3.2947850e+01	2.3200000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
6.0970429e+01	1.1495013e+02	1.6288711e+01	6.5436614e+01	5.8057724e+01	-1.3928172e+02	-1.1459410e+02	-1.6050233e+02	2.2850729e+02	7.4313755e+01	-2.4405224e+01	0.0000000e+00	9.4987480e+01	-1.3152294e+02	5.3483311e+01	7.7183909e+01	1.7626994e+02	-1.1346765e+02	8.2247126e+01	6.9193680e+01	3.0200000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-4.5475444e+01	-8.6360171e+01	1.2053670e+02	1.2007915e+02	-1.3396243e+02	-4.5817679e+01	9.6613811e+01	2.0618349e+00	8.7137681e+01	-1.6493631e+02	-1.0523473e+02	0.0000000e+00	1.7600064e+01	-1.5652241e+02	6.4414604e+01	-1.5046676e+02	-6.7096776e+00	-9.4879752e+01	-1.2540594e+02	-8.2936572e+01	3.4000000e-03	1.8080000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.8369642e+02	-6.3891359e+01	3.0294322e+01	7.2051809e+01	-1.6809313e+02	1.0392530e+02	-1.0464409e+02	2.0168711e+01	2.4004246e+01	2.0418145e+01	6.5857465e+01	0.0000000e+00	3.8940366e+01	1.4031878e+02	-5.1951948e+01	1.1497434e+02	1.1893709e+02	-2.2806917e+01	5.8489902e+01	2.4099153e+00	2.6000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.1479612e+02	1.6187674e+01	-2.6680612e+01	5.1387399e+01	1.4607356e+02	-7.2409983e+01	5.5867793e+00	-1.6430209e+02	-8.8825561e+01	1.4029313e+02	1.2217500e+02	0.0000000e+00	2.0426136e+01	-2.4876432e+02	-1.4549654e+02	4.2359433e+01	-2.8821640e+01	-8.1480611e+01	1.2459927e+02	-4.5712227e+01	1.5680000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.4746402e+01	9.6963254e+01	1.1423059e+02	-7.5688709e+00	-3.6725651e+01	-1.1869410e+02	-1.0499601e+02	-2.3338466e+01	-8.2450978e+00	-2.3245883e+02	1.6650728e+02	0.0000000e+00	-1.1264565e+02	-1.1386799e+01	3.1457139e+01	-5.6592289e+01	1.7172065e+01	1.7971403e+01	5.9000235e+01	4.7247621e+01	4.0000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-6.4523427e+01	-1.3065836e+02	-3.6515176e+01	6.2344474e+01	9.8490180e+01	-5.3085118e+01	5.4002593e+01	8.1164558e+01	1.8079305e+01	-1.9271110e+02	-2.8326827e+01	0.0000000e+00	-6.8861870e+01	3.5120617e+01	2.6009192e+01	1.8898248e+02	1.0345531e+02	1.3738295e+02	-1.0646750e+02	-5.3989115e+01	4.6400000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.5763086e+02	-7.2019460e+01	2.1239457e+02	3.6027917e+01	4.2876769e+01	-8.5281570e+01	1.1376725e+02	-9.1377856e+01	-2.2331111e+01	-9.2569953e+01	7.3861745e+01	0.0000000e+00	-1.1139452e+02	7.2242741e+01	-1.3640369e+02	1.0220147e+02	1.2029992e+01	-1.4654303e+02	-2.4299118e+01	7.0048602e+01	2.5560000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
4.5085574e+01	-5.5990224e+01	-9.8258947e+01	3.7650222e+01	3.5826242e+01	-2.7343316e+02	-4.1181399e+01	-4.1097741e+01	4.2625213e+01	5.0535249e+01	1.1971064e+02	0.0000000e+00	-2.5457000e+02	-6.6868077e+01	6.1677557e+01	4.7936832e+01	-5.1292214e+01	-1.6742356e+02	2.7146986e-01	1.0254361e+02	2.5360000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.2794346e+02	-1.3836319e+02	-2.0541109e+01	1.0238634e+02	-4.5473780e+01	6.3791878e+01	-1.0123526e+02	-6.8750344e+01	-2.5638544e+02	7.2947612e+01	-2.5241018e+01	0.0000000e+00	2.2543109e+02	1.0378462e+02	1.2124034e+02	8.5710937e+01	-4.0239130e+01	1.4161896e+02	4.0215294e+01	-1.1930388e+02	3.0000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
