C2	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Oct02
cellLoc 270 457

-2.3997917e+02	-6.0996069e+01	-9.7798211e+01	1.2660101e+02	7.4869024e+01	-2.9463035e+02	-1.8077225e+02	2.5170172e+02	4.2009273e+01	-1.7628503e+02	-1.2061702e+02	0.0000000e+00	1.2726183e+02	4.4199248e-01	-3.7837737e+01	1.1681272e+02	8.1514583e+01	4.9476472e+01	-2.2883842e+02	3.4633472e+01	1.2040000e-02	1.7200000e-02	4.1480000e-02	5.4240000e-02	6.9760000e-02	8.7280000e-02	0.0000000e+00	0.0000000e+00	
4.1367064e+01	1.1211221e+02	1.5383196e+01	-1.4706334e+02	1.1879651e+02	2.2170095e+02	-4.9211602e+01	7.5925271e+01	-7.5722692e+01	-4.5362213e+01	-2.0626337e+02	0.0000000e+00	2.0973595e+02	-1.9038403e+02	-4.0298395e+01	7.7218560e+01	-3.7153892e+01	-2.1790828e+02	5.6559128e+01	-2.8232100e+02	3.5600000e-03	9.1760000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.4772840e+02	-2.8442573e+01	2.0703262e+02	2.6520106e+02	-1.3857277e+02	1.1246579e+02	-2.0826633e+02	-1.2795003e+02	1.9604724e+02	-6.1558668e+01	1.7808857e+02	0.0000000e+00	1.8029551e+02	1.0050452e+02	1.7366311e+02	-6.7554169e+01	-2.2735844e+01	-1.0240088e+02	2.7263345e+02	2.0085732e+02	1.6960000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-2.9488852e+02	2.6260519e+02	-5.5004349e+01	-1.3492103e+02	1.7885747e+02	-2.6088423e+02	8.0569076e-01	-9.1095064e+01	-4.8959823e-01	1.4767184e+02	-1.7547417e+02	0.0000000e+00	2.3112431e+02	-3.2068569e+01	-1.8687818e+02	-2.1261937e+02	1.2507242e+01	1.3589471e+02	6.8797621e+01	5.6966660e+01	1.9440000e-02	2.6440000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-4.3136128e+01	2.2092744e+02	-2.3156927e+02	1.1375123e+02	-1.6733109e+02	-2.3863614e+02	-5.0104672e+01	-1.4969404e+01	5.3566052e+01	2.6162247e+02	-2.7279333e+02	0.0000000e+00	6.2911668e+01	1.1299718e+02	2.8679053e+02	8.8013468e+01	-1.2445261e+02	-1.8429515e+02	2.5299729e+02	-7.7714657e+01	1.9200000e-02	2.6520000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-9.2667094e+01	-1.1413764e+02	8.7424763e+01	-1.1402986e+02	6.2049254e+01	-1.5540928e+02	2.2141207e+01	-1.5433799e+02	2.0969725e+02	2.1325546e+02	-2.5803367e+02	0.0000000e+00	1.7786907e+01	-1.1311078e+02	-5.9057974e+01	-9.0835630e+01	-1.2759547e+01	-1.2866255e+02	1.9341328e+02	9.8550786e+01	1.8240000e-02	2.5560000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-2.7073573e+02	1.1450459e+02	1.3611231e+02	6.2771234e+01	1.3647103e+02	-2.6796675e+02	-9.3245921e+01	5.6414563e+01	6.2354804e+01	-2.3368486e+02	-2.7817614e+02	0.0000000e+00	3.6029276e+01	2.2758282e+02	-1.6495760e+02	1.3579283e+02	-1.8097495e+02	-2.1312683e+02	-1.3702665e+02	4.5370010e+01	6.0800000e-03	1.7840000e-02	2.5840000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
2.1382166e+02	-1.3281829e+02	-2.4967496e+02	9.2080297e+01	-2.8481193e+02	-2.5823733e+02	-5.4768859e+01	-1.7110631e+02	-9.5966830e+01	1.2865979e+02	-1.2199993e+02	0.0000000e+00	1.5647778e+02	-2.7936911e+02	1.5085761e+02	-7.5560440e+00	-8.2617655e+01	-1.9109707e+02	1.1122857e+02	-9.0483947e+01	2.1520000e-02	3.1480000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-9.9191639e+01	1.8177910e+02	2.9052908e+02	2.4961319e+02	-2.0943467e+02	-2.9047702e+02	5.1526976e+01	1.3440020e+02	-2.1118060e+02	-5.0224280e+01	-2.1552129e+02	0.0000000e+00	-1.2358991e+02	-1.6834391e+02	5.5149727e+01	2.1084116e+02	1.7391773e+02	-1.2079688e+02	1.6857657e+02	-2.2414579e+02	1.7880000e-02	2.4800000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.3229868e+02	-6.2488963e+01	2.0984282e+01	1.9173051e+02	1.4930167e+02	-2.9449751e+02	-5.2770973e+01	-8.0434214e+00	2.6382840e+02	-5.4644671e+01	-2.8163121e+02	0.0000000e+00	-2.4946595e+02	1.3171325e+02	-2.2894467e+02	1.2232566e+02	-4.9424839e+01	-1.3258792e+02	9.3224593e+01	-1.3645858e+01	8.3200000e-03	1.6400000e-02	2.5800000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
