C2	 Stimuli Evoking a direct response, each row is a stimulus vector	2014May11
cellLoc 234 575                                                               

-1.1781180e+02	-1.6534129e+02	8.6524369e+01	1.4387087e+02	-9.2768954e+01	1.0691723e+01	-1.4272509e+02	-2.3773716e+02	-6.4312692e+01	2.8197931e+02	-1.0615669e+01	1.7763772e+02	-6.0050944e+01	-1.9733333e+02	-2.3176962e+02	-1.6422475e+02	2.7401484e+02	-8.5703097e+01	1.0168252e+02	-5.0046092e+01	1.5500000e-03	2.8000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.8690947e+02	-2.7086749e+02	-4.7174424e+01	1.4605463e+01	-1.0741877e+02	-2.1648264e+02	-2.9312034e+01	2.7937339e+02	1.0184864e+01	-5.8136599e+01	-1.3964387e+02	-1.4034347e+02	-1.3175237e+00	1.3109856e+02	-1.9573922e+01	1.3672439e+02	-2.5989718e+01	-1.2606950e+01	-2.7015910e+02	2.1531820e+02	1.5500000e-03	1.3050000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
6.3431306e+00	9.5892720e+01	-1.3251996e+02	3.6596891e+01	-2.7486267e+02	-2.1989257e+02	-6.0266764e+01	7.7363328e+01	1.6427054e+02	-2.0618699e+02	2.1585703e+02	1.6812292e+02	-8.6857594e+01	4.6940693e+01	-1.9716773e+02	4.4369319e+01	-2.6915079e+02	-1.7896855e+02	-1.3555461e+02	2.2631292e+02	7.8500000e-03	1.8535000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-2.1662317e+02	-1.3251811e+02	1.6077433e+02	-4.2547417e+00	2.7338594e+02	3.9933360e+01	3.5914902e+01	2.5188862e+02	-2.6779858e+01	-2.7193415e+01	-7.3928071e+01	3.7843408e+01	-8.1329613e+01	1.3451356e+02	1.8224649e+02	-1.1089093e+01	2.5216022e+02	-3.8570368e+01	1.0921514e+02	-2.2452497e+02	2.2000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-9.3282429e+01	-4.7548422e+01	2.4599744e+02	-6.6070841e+01	-1.5708114e+02	-3.9382740e+01	-1.8389823e+02	-1.9659988e+02	-1.4637512e+02	2.0712439e+02	-1.2107572e+02	5.2447776e+01	-1.2195933e+02	-1.1432572e+02	-1.1900447e+02	-6.6274236e+01	3.5956355e+01	-1.1773205e+02	-2.5302209e+02	-2.1503990e+02	1.5500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
7.3479205e+01	1.4987108e+02	1.2269419e+02	2.4771543e+02	6.1898849e+01	1.5896343e+02	6.3377368e+01	7.6757138e+01	-2.2357053e+02	-1.5463985e+02	1.3045182e+02	-1.5193056e+02	-1.6626126e+01	6.9690724e+01	1.5600652e+02	2.0298495e+02	1.1638284e+02	1.1743312e+02	-4.4126561e+01	4.9418340e+01	2.2000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
4.8740393e+01	1.3794131e+01	-6.2615836e+00	5.4820023e+01	1.8655836e+02	1.8178124e+02	-1.6053894e+02	-2.1994763e+01	-5.6736741e+01	-1.8947095e+02	-2.2915394e+02	1.2608056e+02	-1.6692172e+01	-2.7365430e+02	-4.6946927e+01	5.5197583e+01	9.6821882e+01	-1.5139073e+02	1.3776064e+02	-1.5186555e+00	1.5500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-3.1978610e+01	2.1642027e+01	-1.8827707e+02	1.5498269e+02	-1.1425395e+01	-1.1686177e+02	-6.9938087e+01	6.6904050e+01	1.6408549e+01	8.3731528e+01	-2.4836280e+02	9.4229749e+01	-7.8882496e+01	-2.5598390e+02	-2.6038253e+02	-1.4652860e+02	-2.5099963e+02	-1.9231613e+02	-9.5674456e+01	9.7825557e+01	1.5500000e-03	2.6000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
2.7975622e+02	1.4517389e+02	-6.8635728e+01	-2.4537060e+01	7.9090977e+01	1.6902893e+02	-2.7078785e+02	1.3936298e+02	1.5504412e+02	-1.4860339e+02	-5.2361219e+01	5.5598398e+01	2.6375182e+02	1.5280408e+02	2.1177759e+02	-2.3187398e+02	2.1399231e+02	-3.3831108e+01	-5.6858903e+01	4.9226437e+01	2.2000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.5336647e+02	7.3041781e+01	7.1985928e+01	-1.1263110e+02	1.3186023e+02	-1.3774078e+02	1.6599299e+02	-3.1196921e+01	-6.0069153e+01	8.9076770e+01	1.3913166e+02	-3.2174631e+01	-2.1965575e+02	-2.0896880e+02	6.1981049e+00	-3.7506775e+01	-1.9957438e+01	-1.9123749e+02	-2.8684726e+02	-9.3077242e+01	1.5500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.0732869e+02	-1.6193404e+02	3.8152758e+01	-1.1056456e+02	-1.4214818e+02	1.7624169e+01	-4.7774527e+01	-1.7360827e+02	1.9535873e+02	-6.4220405e+01	-1.2786818e+02	-6.2536179e+01	1.0339719e+02	8.9160386e-01	1.2230469e+01	1.7576841e+02	-7.7537299e+01	2.1932196e+02	-1.8954528e+02	1.7109222e+02	1.5500000e-03	1.2050000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.1492804e+02	4.2999288e+01	-1.4829598e+02	1.3955363e+02	-2.8488486e+02	-1.8065749e+02	3.8938220e+01	1.2909632e+02	-1.1091689e+02	-1.0068194e+02	2.1228236e+02	-2.7763935e+02	-1.3157029e+02	1.5692153e+02	2.9260170e+02	1.2018149e+02	-2.6166373e+02	2.0348702e+02	-7.5405969e+01	1.1822831e+02	7.4000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.5122794e+02	1.2101331e+02	-2.0587126e+02	6.0387973e+01	-8.3274144e+01	2.1050074e+01	-2.5567789e+02	1.6834302e+00	1.0643797e+02	-8.4219471e+01	-1.0516354e+02	2.0864567e+02	-6.4402536e+01	-1.9390039e+02	-6.0793105e+01	-1.3842053e+02	2.1025457e+02	-2.0956995e+02	1.0724195e+01	-1.0252063e+02	1.5500000e-03	1.8500000e-03	2.2500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.2655617e+02	1.0603826e+02	-2.7512806e+02	-3.7443110e+01	1.8956209e+02	-7.9952918e+01	9.8955041e+01	2.6724950e+01	1.3828578e+02	7.9513149e+01	-1.5956836e+02	-4.7384261e+00	-2.0034243e+02	-9.0987313e+01	5.9348501e+01	-8.5510202e+01	-3.0989172e+00	-1.1339399e+02	-1.6554354e+02	-1.7390347e+02	3.5000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-2.6513033e+02	-2.4065670e+02	7.4522202e+01	2.6087189e+02	-1.0687059e+02	-1.2867773e+02	1.4759591e+02	4.7792479e+00	-1.1615599e+02	1.4912689e+02	-2.0202083e+02	1.5308997e+02	6.3131482e+01	2.0048215e+02	1.3891167e+02	4.6298679e-01	-2.7675299e+02	-2.0383050e+02	2.3762418e+02	-1.8029281e+02	1.8000000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.7098347e+02	-1.8784471e+02	7.6098309e+01	-1.1104445e+02	1.4225880e+02	-1.8035746e+02	-3.0057076e+01	-2.5836936e+02	-2.3167735e+02	-1.4309461e+02	3.8275775e+01	-1.8503068e+02	-2.7492104e+01	-8.7237199e+01	-1.4525033e+02	2.2612455e+02	6.0983239e+01	-2.1832557e+02	-1.0702673e+02	-7.2230674e+01	1.5500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.4574965e+02	-5.9809314e+00	1.3620461e+01	4.3987747e+01	-1.5894970e+02	4.9451976e+01	-1.2318859e+02	-2.5123521e+02	-2.8150600e+02	-1.3455181e+02	1.0386492e+02	-1.0481822e+02	-5.1301965e+01	1.2045309e+02	7.2325232e+01	1.0858845e+02	2.7372540e+02	-7.0060419e+01	-2.8343521e+02	-1.0701249e+02	1.5500000e-03	3.0500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.7830931e+02	-2.4074403e+01	4.5994117e+01	1.8157811e+02	1.7748580e+02	2.3269261e+02	-3.6314146e+01	-2.2843739e+02	3.6111893e+01	-1.1171006e+02	5.3287393e+01	1.6725967e+02	-2.7477631e+02	2.4208705e+02	4.8872055e+01	-3.0026773e+01	-5.3918783e+01	-7.6303500e+01	1.7986511e+02	-5.7859288e+01	2.7000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.7274635e+02	-8.8963050e+00	-8.9558775e+01	5.2418035e+01	-9.9823750e+01	-1.6641554e+02	-9.2177141e+01	8.7398241e+00	-1.5688949e+02	6.0152507e+00	-2.8356618e+02	2.2342281e+02	-4.4469591e+00	-2.7300360e+02	-1.6813096e+02	9.8785858e+01	2.6845874e+02	-1.7255000e+02	1.2504228e+02	5.6830343e+01	1.5500000e-03	2.1500000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
