C1	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Sep01
cellLoc 260 444

1.4013127e+02	2.4746215e+01	1.5243317e+02	1.3586618e+02	3.6097462e+01	1.3767982e+02	-1.4658704e+01	-1.3247040e+02	-2.3938631e+01	0.0000000e+00	2.8358160e+02	6.8564568e+01	1.3457243e+02	-4.1997585e+01	2.4229349e+02	1.0525787e+01	-4.3729173e+01	4.7533793e+01	1.4534511e+02	-1.7676205e+02	1.6000000e-03	0.0000000e+00	
2.1230486e+02	1.3891913e+02	1.4766189e+01	-3.3624325e+01	-4.7613641e+01	2.8635411e+01	2.5783165e+02	7.0539775e+01	6.2951129e+01	0.0000000e+00	2.7507595e+02	1.1779657e+02	6.5163344e+01	-1.4073750e+02	-2.3219825e+01	-6.0786561e+01	2.4222330e+02	6.4851444e+01	2.2202814e+00	-3.0988673e+01	2.0800000e-03	0.0000000e+00	
4.2632419e+01	1.1134455e+02	1.9113690e+02	1.2109986e+02	-1.0778039e+02	-5.3493806e+01	2.8570780e+02	2.0020149e+02	-6.3802842e+01	0.0000000e+00	2.8118152e+02	1.2518202e+02	-6.8488476e+01	1.4753988e+02	1.0660754e+02	-7.7519769e+01	-1.2837059e+02	-2.1133835e+01	-1.7696088e+02	6.4078879e+01	1.6000000e-03	0.0000000e+00	
4.8010787e+01	2.1470723e+02	8.9939201e+01	8.7984753e+01	2.6126061e+02	2.1157784e+01	1.9124908e+02	-1.4231190e+02	-2.4083070e+02	0.0000000e+00	2.6356365e+02	1.5298673e+02	-4.7996040e+01	2.2535948e+01	6.5954675e+01	1.9184684e+02	5.3387977e+01	6.3325343e+01	-5.5922410e+01	1.7513723e+02	1.6000000e-03	0.0000000e+00	
1.4013127e+02	2.4746215e+01	1.5243317e+02	1.3586618e+02	3.6097462e+01	1.3767982e+02	-1.4658704e+01	-1.3247040e+02	-2.3938631e+01	0.0000000e+00	2.8358160e+02	6.8564568e+01	1.3457243e+02	-4.1997585e+01	2.4229349e+02	1.0525787e+01	-4.3729173e+01	4.7533793e+01	1.4534511e+02	-1.7676205e+02	1.6000000e-03	0.0000000e+00	
2.1230486e+02	1.3891913e+02	1.4766189e+01	-3.3624325e+01	-4.7613641e+01	2.8635411e+01	2.5783165e+02	7.0539775e+01	6.2951129e+01	0.0000000e+00	2.7507595e+02	1.1779657e+02	6.5163344e+01	-1.4073750e+02	-2.3219825e+01	-6.0786561e+01	2.4222330e+02	6.4851444e+01	2.2202814e+00	-3.0988673e+01	2.7200000e-03	0.0000000e+00	
4.2632419e+01	1.1134455e+02	1.9113690e+02	1.2109986e+02	-1.0778039e+02	-5.3493806e+01	2.8570780e+02	2.0020149e+02	-6.3802842e+01	0.0000000e+00	2.8118152e+02	1.2518202e+02	-6.8488476e+01	1.4753988e+02	1.0660754e+02	-7.7519769e+01	-1.2837059e+02	-2.1133835e+01	-1.7696088e+02	6.4078879e+01	1.6400000e-03	0.0000000e+00	
4.8010787e+01	2.1470723e+02	8.9939201e+01	8.7984753e+01	2.6126061e+02	2.1157784e+01	1.9124908e+02	-1.4231190e+02	-2.4083070e+02	0.0000000e+00	2.6356365e+02	1.5298673e+02	-4.7996040e+01	2.2535948e+01	6.5954675e+01	1.9184684e+02	5.3387977e+01	6.3325343e+01	-5.5922410e+01	1.7513723e+02	1.7600000e-03	0.0000000e+00	
1.4013127e+02	2.4746215e+01	1.5243317e+02	1.3586618e+02	3.6097462e+01	1.3767982e+02	-1.4658704e+01	-1.3247040e+02	-2.3938631e+01	0.0000000e+00	2.8358160e+02	6.8564568e+01	1.3457243e+02	-4.1997585e+01	2.4229349e+02	1.0525787e+01	-4.3729173e+01	4.7533793e+01	1.4534511e+02	-1.7676205e+02	1.7600000e-03	0.0000000e+00	
2.1230486e+02	1.3891913e+02	1.4766189e+01	-3.3624325e+01	-4.7613641e+01	2.8635411e+01	2.5783165e+02	7.0539775e+01	6.2951129e+01	0.0000000e+00	2.7507595e+02	1.1779657e+02	6.5163344e+01	-1.4073750e+02	-2.3219825e+01	-6.0786561e+01	2.4222330e+02	6.4851444e+01	2.2202814e+00	-3.0988673e+01	2.2800000e-03	0.0000000e+00	
4.2632419e+01	1.1134455e+02	1.9113690e+02	1.2109986e+02	-1.0778039e+02	-5.3493806e+01	2.8570780e+02	2.0020149e+02	-6.3802842e+01	0.0000000e+00	2.8118152e+02	1.2518202e+02	-6.8488476e+01	1.4753988e+02	1.0660754e+02	-7.7519769e+01	-1.2837059e+02	-2.1133835e+01	-1.7696088e+02	6.4078879e+01	1.6400000e-03	0.0000000e+00	
4.8010787e+01	2.1470723e+02	8.9939201e+01	8.7984753e+01	2.6126061e+02	2.1157784e+01	1.9124908e+02	-1.4231190e+02	-2.4083070e+02	0.0000000e+00	2.6356365e+02	1.5298673e+02	-4.7996040e+01	2.2535948e+01	6.5954675e+01	1.9184684e+02	5.3387977e+01	6.3325343e+01	-5.5922410e+01	1.7513723e+02	1.7200000e-03	0.0000000e+00	
1.4013127e+02	2.4746215e+01	1.5243317e+02	1.3586618e+02	3.6097462e+01	1.3767982e+02	-1.4658704e+01	-1.3247040e+02	-2.3938631e+01	0.0000000e+00	2.8358160e+02	6.8564568e+01	1.3457243e+02	-4.1997585e+01	2.4229349e+02	1.0525787e+01	-4.3729173e+01	4.7533793e+01	1.4534511e+02	-1.7676205e+02	1.7200000e-03	0.0000000e+00	
4.2632419e+01	1.1134455e+02	1.9113690e+02	1.2109986e+02	-1.0778039e+02	-5.3493806e+01	2.8570780e+02	2.0020149e+02	-6.3802842e+01	0.0000000e+00	2.8118152e+02	1.2518202e+02	-6.8488476e+01	1.4753988e+02	1.0660754e+02	-7.7519769e+01	-1.2837059e+02	-2.1133835e+01	-1.7696088e+02	6.4078879e+01	1.6800000e-03	0.0000000e+00	
4.8010787e+01	2.1470723e+02	8.9939201e+01	8.7984753e+01	2.6126061e+02	2.1157784e+01	1.9124908e+02	-1.4231190e+02	-2.4083070e+02	0.0000000e+00	2.6356365e+02	1.5298673e+02	-4.7996040e+01	2.2535948e+01	6.5954675e+01	1.9184684e+02	5.3387977e+01	6.3325343e+01	-5.5922410e+01	1.7513723e+02	1.6800000e-03	0.0000000e+00	
1.4013127e+02	2.4746215e+01	1.5243317e+02	1.3586618e+02	3.6097462e+01	1.3767982e+02	-1.4658704e+01	-1.3247040e+02	-2.3938631e+01	0.0000000e+00	2.8358160e+02	6.8564568e+01	1.3457243e+02	-4.1997585e+01	2.4229349e+02	1.0525787e+01	-4.3729173e+01	4.7533793e+01	1.4534511e+02	-1.7676205e+02	1.7600000e-03	0.0000000e+00	
2.1230486e+02	1.3891913e+02	1.4766189e+01	-3.3624325e+01	-4.7613641e+01	2.8635411e+01	2.5783165e+02	7.0539775e+01	6.2951129e+01	0.0000000e+00	2.7507595e+02	1.1779657e+02	6.5163344e+01	-1.4073750e+02	-2.3219825e+01	-6.0786561e+01	2.4222330e+02	6.4851444e+01	2.2202814e+00	-3.0988673e+01	2.2800000e-03	0.0000000e+00	
4.2632419e+01	1.1134455e+02	1.9113690e+02	1.2109986e+02	-1.0778039e+02	-5.3493806e+01	2.8570780e+02	2.0020149e+02	-6.3802842e+01	0.0000000e+00	2.8118152e+02	1.2518202e+02	-6.8488476e+01	1.4753988e+02	1.0660754e+02	-7.7519769e+01	-1.2837059e+02	-2.1133835e+01	-1.7696088e+02	6.4078879e+01	1.6800000e-03	0.0000000e+00	
4.8010787e+01	2.1470723e+02	8.9939201e+01	8.7984753e+01	2.6126061e+02	2.1157784e+01	1.9124908e+02	-1.4231190e+02	-2.4083070e+02	0.0000000e+00	2.6356365e+02	1.5298673e+02	-4.7996040e+01	2.2535948e+01	6.5954675e+01	1.9184684e+02	5.3387977e+01	6.3325343e+01	-5.5922410e+01	1.7513723e+02	1.7600000e-03	0.0000000e+00	
1.0545957e+02	9.5847952e+01	-1.8435650e+02	-2.0482597e+01	2.1348518e+02	2.3110989e+02	2.8127356e-01	1.3355834e+02	-1.5343413e+02	0.0000000e+00	2.2848857e+02	1.1019586e+02	-1.7523919e+01	2.6081279e+02	-1.0703605e+02	1.8371422e+02	8.2876219e+01	2.3207610e+02	4.2690600e+01	-2.1904954e+02	1.6800000e-03	0.0000000e+00	
1.1628676e+01	-3.4619237e+01	2.0639522e+02	6.1785127e+01	-2.2118567e+02	2.3200704e+02	-5.5666161e+01	-1.0740284e+02	7.7017513e+01	0.0000000e+00	2.5983589e+02	-4.6645265e+01	1.8738029e+02	1.4989671e+02	-9.4740454e+01	1.9011997e+02	1.1987250e+02	3.7096561e+01	-8.5388036e+00	1.6575849e+02	2.3600000e-03	0.0000000e+00	
1.5528088e+02	7.9101923e+01	1.2480060e+02	-5.0115757e+01	2.7495429e+02	-3.6664406e+01	8.6323991e+01	-1.1971430e+02	-9.8794314e+01	0.0000000e+00	2.6033504e+02	-1.1908465e+02	1.6745546e+02	2.5830127e+02	-1.0741852e+01	4.2082450e+01	1.3589882e+02	1.4587324e+02	1.8423994e+02	-6.4008331e+01	2.0800000e-03	0.0000000e+00	
