C1	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Apr25
cellLoc 345 297

0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-6.6107365e+01	3.9718233e+01	-5.9979227e+01	-4.8600407e+01	3.8411595e+01	-1.7948377e+01	-5.7042642e+01	-2.0422383e+01	2.5943046e+01	-1.1993281e+01	7.6691839e+01	7.3896580e+01	1.7849634e+01	2.4101996e+01	-1.0285973e+02	-7.3625998e+01	1.6416705e+00	-9.4113890e+01	1.2251880e+02	-3.5451619e+00	3.7000000e-03	6.5200000e-02	1.4810000e-01	2.1795000e-01	3.2115000e-01	3.6525000e-01	4.4690000e-01	4.9150000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-5.3430603e+01	2.9979635e+00	1.5035869e+02	8.8226515e+00	-1.8722380e+01	4.8779674e-01	-1.6809031e+01	-5.9808208e+01	-2.2964173e+01	-1.1942218e+02	1.9938209e+01	5.7963331e+00	7.6307488e+01	-9.2276725e+01	2.6213917e+02	6.1084939e+01	-1.6678721e+01	-1.6562457e+01	4.3147148e+01	-9.6358799e+01	6.7600000e-02	2.2380000e-01	2.5765000e-01	2.8755000e-01	4.1500000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.8231173e+01	1.2944113e+02	7.5541863e+01	-3.5964762e+01	7.1926938e+01	-1.7226256e+01	-2.2899828e+01	-5.8958003e+01	-1.0811215e+02	-9.0101145e+00	6.9418635e+01	-1.2728472e+01	1.1461645e+02	5.3601745e+01	-2.2166803e+00	3.8707847e+01	8.9038126e+00	8.2658131e+01	-9.0235723e+01	-5.6258838e+01	3.7500000e-03	2.4200000e-02	1.3420000e-01	1.6680000e-01	3.2305000e-01	4.0755000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.8598886e+01	4.6678508e+01	-1.0559151e+02	-5.2966637e+01	1.1796343e+02	-8.8046905e+01	-2.0923108e+01	-9.9402165e+01	-1.4482642e+01	1.4011818e+01	8.8372336e+01	-6.8439288e+01	3.4753304e+01	-3.3697064e+01	-2.8619631e+01	-6.1951388e+01	-2.2759588e+00	4.8955366e+01	1.0500553e+02	7.2798502e+01	3.5500000e-03	4.7650000e-02	2.2520000e-01	2.5830000e-01	3.8650000e-01	4.4510000e-01	4.9440000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.0820433e+02	-5.2614346e+00	6.4033685e+01	8.3254882e+01	-1.6469780e+02	1.2467284e+02	-4.4036721e+01	-1.1910757e+01	-6.7199735e+01	-5.1971359e+01	-7.2666184e+01	-3.2774165e+00	-7.1270544e+01	-1.5933105e+01	4.4461836e+01	-7.3818434e+01	8.7347867e+00	-1.6742887e+01	-1.1287528e+02	-8.1343461e+00	3.0000000e-03	4.4800000e-02	1.9560000e-01	2.6650000e-01	3.1820000e-01	4.2790000e-01	4.6300000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
3.1612849e+00	-2.7780170e+01	-9.6194256e+01	8.9484422e+01	7.0091507e+01	-2.2884205e+01	-8.7793595e+01	-3.0719308e+01	3.8369930e+00	-8.1759057e+01	3.7049365e+01	9.0149574e+00	-7.1237331e+01	3.5402754e+01	-2.0790524e+00	-4.9750050e+01	8.9669626e+01	-1.4458812e+01	-7.5022662e+01	-1.4905237e+02	3.7350000e-02	1.1915000e-01	2.0295000e-01	2.6250000e-01	3.2225000e-01	3.9625000e-01	4.3725000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
3.4469900e+01	-1.4158058e+01	-7.3624070e+01	-1.0244364e+01	-2.0645547e+01	2.6500684e+01	3.0438547e+01	-2.8767445e+01	1.0721224e+01	7.1702589e+00	7.4527862e+01	-2.3647911e+01	-1.4795657e+01	-7.0811291e+01	1.4537891e+01	7.0085796e+00	5.4203037e+01	4.0568604e+01	3.6703917e+01	-3.8786005e+00	2.2300000e-02	1.0705000e-01	2.5210000e-01	2.8275000e-01	3.9230000e-01	4.4355000e-01	4.8970000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-4.5007434e+01	-1.6439143e+01	1.2483208e+02	5.8525583e-01	-5.0715720e+01	1.9726876e+01	2.0434420e+01	8.5583827e+00	3.2188328e+01	1.2314968e+02	3.5909372e+00	-1.6818534e+01	3.7783787e+01	-6.1905985e+01	-7.8265706e+01	8.1504222e+01	-2.3115398e+02	5.3663827e+01	5.6666065e+01	6.6193894e+01	1.1380000e-01	1.6125000e-01	2.6680000e-01	3.2535000e-01	3.5640000e-01	4.1355000e-01	4.3620000e-01	4.8950000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.0510831e+01	-5.1301288e+01	6.5842236e+01	-4.7414344e+01	7.1518098e+01	3.6533457e+01	-3.0796554e+01	1.2921771e+01	1.2200584e+02	-3.3903739e+01	2.1164446e+01	-4.6057989e+01	3.3916096e+01	2.8065443e+01	-1.5020200e+01	1.3642746e+02	2.4172843e+01	5.9149307e+01	9.6623401e+00	8.5404644e+01	1.9515000e-01	2.6405000e-01	3.3010000e-01	4.0040000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
