C2	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Sep08
cellLoc 450 649

2.6160669e+01	-1.2899991e+02	-1.5434083e+02	7.8659346e+01	1.4896297e+02	-3.3379076e+01	-1.0721078e+02	-3.1671745e+01	1.4139183e+02	3.4535530e+01	-4.6615726e+01	-2.3806754e+02	-9.8622524e+01	2.3796851e+02	1.4954718e+02	5.1089773e+01	1.7417094e+02	1.6290296e+02	-1.3934059e+02	6.1571645e+01	1.9600000e-03	1.0920000e-02	0.0000000e+00	0.0000000e+00	
-1.3711310e+01	1.8444800e-01	1.9882556e+02	2.3762218e+02	-1.3827886e+01	2.3771000e+02	1.0529852e+02	-2.6961666e+01	1.6672214e+02	-1.3233207e+01	-1.1505952e+02	-1.4964127e+02	-2.3920967e+02	-1.3679778e+01	-2.6844717e+02	-1.7662587e+00	1.5021003e+02	2.5321242e+02	1.0162891e+02	5.4902006e+01	2.7600000e-03	1.3440000e-02	0.0000000e+00	0.0000000e+00	
1.8154883e+02	-4.7261837e+01	-5.0797440e+01	-7.8172442e+01	-1.2971674e+02	-4.9159248e+01	-1.8215512e+02	2.3770732e+01	-1.6925650e+02	-1.1202767e+02	1.3173593e+02	4.0378350e+01	5.4632149e+00	-1.9882461e+02	1.5594238e+02	1.7684874e+02	1.7855861e+02	3.6993185e+01	3.7994354e+01	-2.9292588e+02	5.4800000e-03	1.7480000e-02	0.0000000e+00	0.0000000e+00	
-7.9103943e+01	6.1452382e+01	1.6808869e+02	1.1904963e+02	5.4758215e+01	1.6078456e+02	1.8713913e+02	-1.4366813e+02	1.0476811e+02	1.1227046e+02	-4.2272354e+01	1.8342810e+02	-3.3551585e+01	1.4304381e+02	3.9283787e+01	-1.6367035e+01	1.5713750e+02	8.5658717e+00	-1.4853545e+02	-2.2451809e+02	6.2400000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	
2.7739872e+01	-8.7041303e+01	5.3569767e+01	5.3302802e+01	1.7307646e+02	6.0004645e+01	-1.6302063e+02	5.5931128e+01	1.8213365e+02	-1.3062673e+02	-1.7764266e+02	1.1528771e+02	-9.5971186e+01	8.0942343e+01	1.2215801e+02	5.1286308e+01	3.7053154e+01	7.9978515e+01	2.3954813e+01	-1.2762305e+02	6.2800000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-9.3860566e+01	-1.4315719e+02	-7.5310193e+01	-1.1010328e+02	-1.9331781e+02	2.6675359e+01	2.0654114e+02	-3.2904492e+00	7.1662623e+01	1.1000835e+01	-1.8784429e+02	-1.3421704e+02	1.5496858e+02	-1.3501248e+02	-3.8831682e+01	-6.1346627e+01	1.3264835e+02	-1.3837741e+02	1.5076081e+02	3.3681167e+01	2.0000000e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	
4.6062814e+00	-1.4731484e+02	-1.5694988e+02	-6.4244792e+01	2.6943183e+01	1.7804688e+02	-1.5881539e+02	1.0152608e+01	-2.3655006e+02	-1.6788520e+01	1.1887020e+02	-2.4899327e+02	2.6298028e+01	1.4188356e+02	-1.2742271e+02	-1.0548462e+02	-9.6513006e+01	-2.7895959e+02	2.6948158e+01	1.8001646e+02	5.4800000e-03	1.7760000e-02	0.0000000e+00	0.0000000e+00	
-1.3141503e+01	-1.0405634e+02	-3.2865943e+00	8.5127954e+01	1.0399653e+02	9.1301833e+01	-4.9933097e+01	-2.8143578e+02	2.2166030e+02	1.2549821e+02	-2.2633944e+01	-2.1460902e+02	-7.2190574e+01	7.4283231e+01	-3.9711372e+01	-1.3390776e+02	-1.0128138e+00	-7.4424140e+01	9.5606632e+01	-4.6791621e+01	6.2000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.1388544e+02	-9.9638876e+01	-2.7660119e+02	2.5008222e+02	8.8439368e+01	2.6299596e+01	-8.6806712e+00	1.3654710e+01	2.4417765e+02	-1.3495330e+01	1.3474826e+02	4.0905026e+01	-2.1906532e+02	-1.4500989e+02	-5.8773212e+01	-1.4302769e+02	1.1978482e+02	4.1558343e+01	-1.4405789e+02	3.4122101e+01	2.9200000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.3415714e+01	1.9552335e+02	9.3047976e+01	3.7386956e+01	-1.6656173e+02	-3.2011517e+01	1.3267021e+02	1.4632513e+02	-3.5184274e+01	-6.6397400e+01	-2.3197988e+02	-7.1410958e+01	-6.2348420e+01	-1.4384634e+02	-1.4021941e+02	4.0698405e+01	-1.8196686e+01	-1.7880455e+02	9.8716659e+01	3.0600105e+01	2.6400000e-03	2.3720000e-02	0.0000000e+00	0.0000000e+00	
1.5317276e+02	2.7876876e+02	1.5545449e+02	-8.7907523e+01	1.6642896e+01	1.6137758e+02	6.8272887e+01	2.1679604e+02	8.2116914e+01	-1.0563791e+02	1.0772670e+00	1.1188890e+02	-2.7904662e+02	-6.7953706e+01	-1.6878231e+02	-4.0308150e+01	-7.8156619e+01	9.0022491e+01	-1.0258351e+02	-1.9989420e+01	2.8800000e-03	1.8920000e-02	0.0000000e+00	0.0000000e+00	
-5.5597298e+00	2.9173383e+01	-1.6973743e+02	-1.0107896e+02	6.7235261e+01	-1.3420719e+02	-4.9125675e+01	-1.0608881e+02	-1.2526134e+02	-1.8345896e+02	3.5422296e+01	-1.2097937e+01	-2.5783211e+02	1.0470483e+02	-1.7772619e+01	1.7996982e+02	7.9893761e+01	1.1693070e+02	-1.4887302e+01	-1.9465396e+02	3.0000000e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	
