C1	 Stimuli Evoking a direct response, each row is a stimulus vector	2014Sep08
cellLoc 377 391

1.4142920e+02	-1.3044895e+01	-2.3018584e+01	9.1071558e+01	-4.4661445e+01	1.2422868e+02	4.2608506e+01	1.9638070e+02	1.6249516e+02	-2.3382886e+01	2.3960472e+02	0.0000000e+00	1.7494849e+02	1.9498663e+02	-4.7308582e+01	2.3554774e+02	3.6679145e+01	1.3977131e+02	-1.4897529e+02	-2.2159597e+01	2.8000000e-03	0.0000000e+00	0.0000000e+00	
-2.9154380e+02	-1.6463438e+02	-1.6112815e+02	-2.6936215e+02	4.2579464e+01	-2.0120198e+02	-1.7427578e+02	-5.9253198e+01	-5.8882631e+01	-3.2846536e+01	-1.8890776e+02	0.0000000e+00	-2.7880753e+02	-2.0105008e+02	-2.2519583e+02	6.9344696e+01	-5.4948557e+01	1.8491327e+01	-7.6630671e+01	-2.6453695e+02	1.2400000e-03	2.0800000e-03	0.0000000e+00	
-1.9676742e+02	2.7355260e+02	-8.1203883e+01	3.1697409e+01	1.6292700e+02	1.4329951e+02	-7.7162000e+01	8.0118512e+01	-1.0417107e+01	2.4203219e+01	1.5374538e+02	0.0000000e+00	1.6915226e+02	2.1063353e+02	2.2981341e+02	1.3201053e+02	-2.6043375e+02	-1.6019444e+02	5.8089969e+01	1.3471093e+02	2.4800000e-03	0.0000000e+00	0.0000000e+00	
-2.6319665e+01	7.1688719e+00	-8.1045231e+01	1.7583842e+02	6.1794685e+01	2.7077735e+02	6.5935346e+01	-2.5142842e+01	-1.3216638e+02	7.8308613e-01	2.7585504e+02	0.0000000e+00	1.3316163e+02	-5.5754522e+01	1.3586764e+02	2.9202196e+02	5.7663464e+01	4.2344385e+01	-1.1320434e+02	1.6103076e+02	2.6400000e-03	0.0000000e+00	0.0000000e+00	
2.3021333e+02	7.0603869e+01	8.7506554e+01	-6.2986157e+01	2.5827854e+02	-1.7171872e+02	2.2332998e+02	-9.2056942e+01	-2.4600453e+02	-1.4429396e+02	-1.7302591e+02	0.0000000e+00	1.1598109e+02	-2.4600833e+02	-2.7506730e+02	2.3063209e+02	9.0621145e+01	1.1344409e+02	4.6541055e+00	-1.7413164e+02	6.6960000e-02	0.0000000e+00	0.0000000e+00	
-7.4686572e+01	8.3759578e+01	-3.1110634e+01	-4.8177745e+00	-2.1124940e+01	-2.4282195e+02	2.8187389e+02	-2.4689576e+02	-2.0413933e+02	8.3901295e+01	-1.4191891e+02	0.0000000e+00	-2.7752909e+02	-2.3759912e+02	-2.3095951e+02	-8.8491548e+01	1.2972553e+01	-6.8751670e+01	-1.0821050e+02	2.4701125e+02	4.6800000e-02	0.0000000e+00	0.0000000e+00	
-5.9514758e+01	8.2837599e+01	-2.3296390e+02	9.2188048e+01	1.8577250e+02	-3.7361888e+01	2.6919757e+02	1.2004723e+02	-8.2385428e+01	-4.8008638e+01	-1.9565387e+02	0.0000000e+00	-4.2773451e+01	-2.8171356e+02	-1.1472857e+01	3.6512869e+01	2.6668737e+02	-2.1568177e+02	5.8795961e+01	-1.3909208e+01	5.1280000e-02	0.0000000e+00	0.0000000e+00	
-2.3480767e+02	-1.3935321e+01	-1.2797065e+02	2.5882588e+02	-1.1780390e+02	9.7178291e+01	6.8975608e+01	2.9118968e+02	1.3742159e+02	5.3816609e+00	2.0652276e+02	0.0000000e+00	8.9854105e+01	1.4660548e+02	2.1168564e+02	4.0823582e+01	2.0705508e+01	-1.2408708e+02	2.0469261e+02	5.9065607e+01	2.7600000e-03	0.0000000e+00	0.0000000e+00	
-1.8310032e+02	7.4108675e+01	2.8999363e+02	-1.4233503e+02	1.5403238e+02	-1.9373167e+01	9.1704049e+01	1.1511322e+02	-7.2623363e+01	2.7815448e+01	2.8528865e+02	0.0000000e+00	1.6164899e+02	1.1529047e+02	2.6966216e+02	-8.6240768e+01	1.9118458e+02	-2.5046146e+02	1.0482981e+02	-2.2059251e+02	2.5200000e-03	0.0000000e+00	0.0000000e+00	
2.4394184e+02	-9.0076416e+01	1.4796501e+01	1.6071097e+02	2.1804765e+02	2.8619892e+02	-1.7863231e+02	1.9858694e+01	-1.6532281e+02	1.0565494e+02	1.7611235e+02	0.0000000e+00	2.9197638e+02	8.2496272e+01	2.0604799e+02	-3.6373926e+01	-1.9114116e+02	-4.2814618e+01	-1.2067346e+01	9.1127703e+01	2.6400000e-03	0.0000000e+00	0.0000000e+00	
-2.1939440e+02	-1.2128260e+02	-1.4008383e+02	1.5004242e+02	-1.8575197e+02	-1.8119037e+02	-1.0279696e+02	1.8875946e+02	6.0220648e+01	1.4498280e+02	-1.2305521e+02	0.0000000e+00	-1.8553790e+02	-2.9120437e+02	-2.6432829e+02	-2.6097020e+02	6.9629408e+01	7.3117116e+01	8.5383232e+01	1.9038493e+01	5.0040000e-02	0.0000000e+00	0.0000000e+00	
-1.3627539e+02	-9.0976309e+01	-1.5132038e+02	-2.4262613e+02	3.9000841e+01	1.1619825e+02	-2.8652992e+02	-1.1661667e+02	1.5801138e+02	1.9734599e+02	2.9203032e+02	0.0000000e+00	2.4828066e+02	-1.8656143e+02	7.1498647e+01	-3.0578540e+01	2.3827874e+01	-1.8457337e+02	2.8566508e+02	-2.5061486e+02	3.3760000e-02	0.0000000e+00	0.0000000e+00	
-1.6429396e+02	3.5230319e+01	-1.3961586e+02	-1.8391111e+02	8.4653549e+01	-1.9601214e+02	-8.7751673e+00	-3.4898309e+01	-1.3389112e+02	-1.7965187e+02	-1.7611991e+02	0.0000000e+00	-2.8708508e+02	2.4201297e+02	-1.3013443e+02	5.3367699e+01	1.0274534e+02	-5.4959404e+00	-2.9729351e+01	-1.9767004e+02	2.0080000e-02	0.0000000e+00	0.0000000e+00	
1.3030069e+02	1.1353332e+02	-3.8984576e+01	-8.6822768e+01	4.0515643e+01	2.6291827e+01	-2.1279487e+02	-2.8727887e+02	-2.4077552e+02	-2.4652788e+02	-1.5530384e+02	0.0000000e+00	-2.4373888e+02	-2.3594092e+02	-3.9444583e+01	8.3401114e+01	2.7986276e+02	2.3857429e+02	1.5078188e+02	2.2133472e+01	5.9040000e-02	0.0000000e+00	0.0000000e+00	
2.2432376e+02	-1.9542183e+02	1.6098191e+01	-1.5379105e+02	-1.2938832e+02	2.6922337e+02	1.5085493e+02	-1.9207914e+02	5.8178973e+01	-2.0864276e+02	-2.8465353e+02	0.0000000e+00	-8.1341054e+01	-2.4658837e+02	-1.0873324e+02	-2.1611740e+02	2.2325276e+02	-1.0549477e+02	2.1169121e+02	-1.9180723e+02	1.2400000e-03	1.1560000e-02	0.0000000e+00	
