C2	 Stimuli Evoking a direct response, each row is a stimulus vector	2014May07
cellLoc 200 197

0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
3.2191816e+01	7.8407100e+01	-6.0898000e+01	4.7971947e+01	7.6864293e+01	8.6436054e+00	-6.6531074e+01	-1.5322204e+02	-2.5121631e+01	8.8403318e+00	6.6609261e+01	1.2207139e+02	5.3277104e+01	-4.0027541e+01	-7.4808331e+00	7.3276154e+00	-1.1609835e+01	-7.1620360e+01	-1.3901327e+02	-6.2163537e+01	1.5055000e-01	2.0365000e-01	2.0625000e-01	2.1280000e-01	2.1575000e-01	2.2570000e-01	3.4775000e-01	4.6400000e-01	4.6710000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.0533786e+01	7.3759104e+01	2.6843778e+01	8.4789531e+01	2.0915558e+00	9.9676259e+01	-5.1134517e+00	-6.5694107e+01	-9.2039182e+01	3.1198378e+00	-1.6254697e+01	-1.3767681e+02	3.0144248e+00	8.3624403e+01	1.4174702e+02	2.0342392e+01	-6.1504159e+01	1.3804340e+02	-4.2235012e+01	-6.0859650e+01	4.1000000e-03	6.3000000e-03	1.0850000e-02	1.2530000e-01	1.2815000e-01	1.4275000e-01	1.5170000e-01	1.5535000e-01	1.5845000e-01	1.6435000e-01	2.8600000e-01	2.8975000e-01	2.9290000e-01	2.9590000e-01	3.0000000e-01	3.0455000e-01	3.0760000e-01	3.1330000e-01	3.1610000e-01	3.2085000e-01	3.2970000e-01	3.5045000e-01	3.6250000e-01	4.0645000e-01	4.1550000e-01	4.2460000e-01	4.4150000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
4.8452415e+00	-1.0118379e+02	-1.8243084e+02	-1.0958562e+02	1.0322143e+02	2.4622608e+01	7.5557566e+01	9.5272381e+01	-6.7314395e+01	-3.8428332e+01	1.7838077e+02	1.1585513e+02	5.3962583e+01	-1.9975247e+01	7.5377564e+01	1.3877973e+01	-5.8393523e+01	-1.7822203e+01	4.9583407e+00	-9.8725445e+01	4.9000000e-03	1.1740000e-01	1.2050000e-01	1.2340000e-01	1.2635000e-01	1.3045000e-01	1.3420000e-01	1.3705000e-01	1.4280000e-01	1.4615000e-01	1.5835000e-01	3.9420000e-01	4.0205000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
1.3881479e+02	6.5108548e+01	1.8831227e+01	1.6978517e+02	6.6144858e-01	1.6793945e+01	6.4603855e+01	-1.2340405e+02	-3.5127459e+01	4.0687619e+00	-2.8140821e+01	9.3556519e+01	-9.6084278e+01	-4.6652349e+01	-1.5641592e+01	6.6853297e+01	1.5451499e+01	-6.7876822e+01	1.4663155e+02	-3.6820338e+01	7.5000000e-03	1.0700000e-02	1.3450000e-02	9.1900000e-02	9.4400000e-02	1.2230000e-01	1.3220000e-01	1.5905000e-01	1.6250000e-01	2.9940000e-01	3.0205000e-01	3.0900000e-01	3.1255000e-01	4.7415000e-01	4.8565000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
9.4139174e+01	7.0496630e+01	-2.2340966e+01	-1.4195949e+00	-4.8949794e+01	1.1862859e+02	5.0632795e+01	9.4736581e+00	1.3852373e+02	3.4243553e+01	2.8289397e+01	1.6556887e+02	1.6582175e+02	9.1406976e+01	-5.4415942e+01	-7.1002930e+01	3.2792390e+01	-2.3552293e+01	9.5854623e+00	1.9343438e+02	3.1000000e-03	4.8500000e-03	1.4445000e-01	1.4730000e-01	1.7840000e-01	1.9555000e-01	4.3035000e-01	4.3270000e-01	4.3960000e-01	4.4270000e-01	4.5180000e-01	4.5520000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-3.4046280e+01	2.5407986e+01	-6.3545370e+01	-1.0128317e+02	-1.4785805e+02	4.4277059e+01	1.0120672e+01	-7.5679811e+01	-6.3173726e+01	6.8163889e+01	-4.2215846e+01	-7.8786685e+01	-7.3115719e+00	6.9519853e+00	-1.7388335e+02	-4.8557652e+01	-1.5381778e+01	5.8036852e+01	3.4468524e+01	-1.4432341e+02	5.1500000e-03	7.6500000e-03	1.0135000e-01	1.5025000e-01	1.5395000e-01	1.6195000e-01	1.8030000e-01	2.3350000e-01	2.4140000e-01	2.6425000e-01	3.6450000e-01	3.8820000e-01	4.1150000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
-1.4550132e+02	5.7888833e+01	1.8376164e+02	-7.2646140e+01	-7.8102418e+01	-4.9689686e+01	4.3938594e+01	8.7414172e+01	-8.5918596e+01	-4.7608471e+00	-2.2502174e+01	7.0413872e+01	-7.7355396e+01	6.5953516e+01	-1.8237425e+02	-1.1340779e+02	-1.6847825e+02	-2.3649993e+01	2.7423435e+00	2.5289024e+01	3.6000000e-03	6.6500000e-03	7.2150000e-02	7.5650000e-02	1.4135000e-01	1.4410000e-01	1.4745000e-01	2.2205000e-01	2.6385000e-01	3.4870000e-01	4.5580000e-01	4.5895000e-01	4.6670000e-01	4.8780000e-01	4.9145000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
5.6546997e+00	1.6374104e+02	1.3375249e+02	6.4549689e+01	-1.4373950e+02	7.2747599e+01	-1.1992875e+02	1.2896262e+01	4.7024661e+01	4.1732257e+01	-2.6627477e+01	-1.5913744e+01	1.0170845e+02	-1.2954541e+02	-2.8471247e+01	6.5903494e+01	2.0965892e+02	1.6822123e+02	-5.2787408e+01	1.0371078e+02	4.0000000e-03	7.1500000e-03	1.0290000e-01	1.0635000e-01	1.3415000e-01	1.4005000e-01	1.4660000e-01	1.5455000e-01	3.6825000e-01	3.7165000e-01	4.3050000e-01	4.3365000e-01	4.4170000e-01	4.4630000e-01	4.5520000e-01	4.5845000e-01	4.6220000e-01	4.6480000e-01	4.6835000e-01	4.8320000e-01	4.9665000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
3.7731996e+01	5.5686613e+01	-1.3092752e+02	-5.4688597e+01	-1.7051267e+02	7.5213609e+01	1.8359679e+01	1.1761471e+02	1.2864492e+02	9.0967025e+01	-1.0906347e+02	-5.6001879e+01	-7.5604243e+01	-1.2545337e+02	-1.7527807e+02	-6.9865893e+01	1.4346203e+02	1.0219308e+02	-6.8167768e+01	4.7084356e+01	1.5680000e-01	2.1710000e-01	2.1960000e-01	2.2280000e-01	2.3115000e-01	3.2330000e-01	3.6470000e-01	3.6840000e-01	4.1155000e-01	4.1525000e-01	4.2105000e-01	4.2480000e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	
